user_id,reference_date,dn__recent_action,dn__max_action_level
ff13af11-b7d6-4fc7-a0db-b8a9b3217049,2024-01-15,1,1
9cab0ef9-68a0-4cb7-b782-d62536760e1d,2023-10-07,7,10
a16db001-6b19-4495-9de4-b922da5d3dc1,2024-05-24,1,1
d8b75ed3-35dc-4b7a-a821-fb1c8c477b02,2023-05-01,7,10
7d0eaed6-e0d7-4213-931b-ff0e27c4ea36,2023-02-02,1,10
590194fa-cab6-46a6-b395-043e9b935c58,2024-10-28,14,14
2658521f-7577-4f76-81a5-7890702fb05e,2024-09-27,1,1
a7d671e6-2841-4a2c-bd43-ec7919bf71d6,2024-07-29,7,7
4982efe0-945d-4428-844a-d0645eff01c8,2022-11-09,1,1
f3c91ab4-6ed4-4440-b28b-30542cede0d5,2022-06-28,1,1
d65516eb-c218-4f94-8ae5-96ba645d6b51,2022-03-05,7,7
1a489875-8a0f-499e-9819-c6fdb7911ea1,2024-06-15,1,1
46aec883-b16f-4686-9200-dce782a63bda,2024-07-22,7,7
9599c944-5dd9-41db-9583-58898d551ea7,2022-03-18,1,1
f45eb3eb-e3ce-40e7-8334-b2cc3db6d7de,2023-06-30,7,7
60f46bd0-c491-4084-9a36-a3d53e9ce952,2020-11-29,1,7
b9a690e2-7f9f-4051-b9dc-87e3f9b1a5e8,2021-05-26,1,10
7a706ebc-80f2-415c-9862-adf76a9d322e,2022-01-31,1,7
394911f9-582d-4838-8b9d-bb624a8ede5b,2021-08-30,7,10
0a6785e1-4027-46a6-a8a8-7d737b0cf308,2020-11-18,1,10
795992eb-297e-4a6f-b1f6-d58e946cb82a,2022-03-25,10,10
32eded52-9018-4fe1-8dd8-b5d874317acd,2020-11-25,1,10
1853dd3c-89a0-48cd-9a85-ec49cb09ae38,2022-05-05,1,1
1e819f9b-a7e1-4331-8724-2efbad7a6007,2022-02-13,90,90
0aa53a48-dab5-4ae4-86b7-54d51f989ed4,2022-11-28,1,10
46053967-1522-4e64-865e-4650ff20f0a3,2023-06-26,10,10
dfa8e35e-d2c8-4494-ab4c-935975450805,2023-06-12,1,10
be5b293d-1d17-473a-9725-cd8ab2592ee4,2023-02-01,1,10
341569f7-34ac-43ee-839e-251172d2cb15,2023-02-02,1,10
5fdc39c1-54a9-4a26-8265-b01a5a73f1ea,2023-03-03,1,10
fb81df6c-2113-46d2-b6d4-e71c12366d99,2023-05-29,1,10
79b4d02a-de38-43fe-a4db-8cfb51e41ca8,2022-06-02,7,7
ea352142-43f9-4aaf-ac9b-13ec3893e905,2022-07-05,1,10
f4b28a04-74fa-4aac-8df0-d09e5b05e976,2022-07-12,1,10
727453ae-eceb-4276-82bd-f682a85543ad,2022-07-30,1,10
39102acd-70c6-4bf9-8c6a-ba98a78209f8,2022-07-18,1,1
b146c307-783a-4506-befb-68029b2a7a17,2022-11-28,1,1
0abd1459-b6a1-42aa-b092-69379fb786b2,2022-06-29,1,1
86740d3a-9403-4ae6-a194-64781caea886,2023-11-07,14,14
a5b5b0c1-b530-4b02-9c12-ae3a9bb85115,2024-08-28,7,14
155c0cb1-34e5-4036-be27-c5aa7c48a0cc,2023-09-28,7,10
3ad1fe9a-d3c3-4757-a9f0-323d20d1f4af,2023-07-26,1,1
ca7aa654-2bbe-476d-ac75-8d8cba5b76c3,2023-04-25,1,10
7586043a-7fa9-44e3-913b-2b7dfb07466b,2023-08-29,90,90
d3affae2-3a8e-4948-a098-b2917d9fca99,2023-10-31,7,7
5bfabbbb-40bb-4838-94e6-bdf6f34bcd2c,2024-03-19,1,1
ce753a01-49ef-44a1-8d3f-ca27e04cfb6b,2024-09-27,1,1
6f153aa2-c8da-4161-8761-8bc217b29466,2024-05-23,10,10
804a8ef7-bb01-4b58-90bc-2c2c64bb22a5,2022-12-07,7,10
d2377361-b5e3-4b71-8c5e-fa2226037318,2024-02-24,7,7
652fa061-2152-477d-9d5c-a5d1eee18df7,2023-04-23,1,1
4362acc2-737b-4601-a3e6-22f8e6b364e4,2022-10-26,1,10
2a41b207-a7ae-4cae-bbb3-0b5fd30afd9d,2022-12-13,1,1
274939c1-00b5-4050-8fec-0e170be01096,2024-01-15,1,1
ca135210-7032-4b8c-ae11-d5578e523912,2024-10-21,1,1
e423b881-04ca-442e-b5f4-c6117b3610e7,2024-05-24,10,10
67331d09-6c22-476f-862d-112d4936f4b5,2024-04-12,14,14
fad0ae56-4102-4e2b-bec8-28b74af28233,2024-10-10,1,1
b5208a45-ef93-45a1-9bfa-adf7069a8320,2024-10-31,7,14
a3738c3d-0d93-447b-801a-42fedd7c11e7,2024-11-16,1,1
22169274-479d-4279-ba92-27a561779166,2023-02-08,1,1
26f6607b-3cb5-4da8-9ebd-6cf990a389ed,2024-02-10,10,10
fc399f33-21e4-4ddf-b654-32643ec50e00,2024-08-28,1,1
a51d5917-6dcd-4aaa-98a8-1095f8e2b390,2024-02-01,1,1
a7f2a822-619b-4e43-847d-96c40605c938,2022-04-29,1,1
be12b101-5eec-4779-8f3d-66de268a2d75,2020-02-06,1,1
f25d16f1-dd40-47e0-913a-0a440241d4d4,2023-01-26,1,1
137b049b-feb1-44da-a4ff-86c324a62773,2025-03-01,1,1
422dbdb6-1cc3-48df-baa0-35ed660739f7,2022-01-29,1,10
5e21a180-1b05-422f-af29-d4d7032544c0,2021-08-02,10,10
12d7d683-c5d1-4b99-8651-dd53cccce29b,2022-01-20,1,10
8311e027-c9ad-4bc1-b7bb-10075120b472,2022-04-29,7,7
4900a01d-cbb7-473a-b303-7f536e4011af,2022-03-05,1,1
21c772fa-31a2-4b17-b0b2-89114cbac353,2022-06-29,1,7
ed21c51b-63d8-4716-9b4c-5ceb691c6844,2022-06-28,1,1
69119607-b174-40c0-b10d-a80974e2b0ba,2022-06-04,1,10
8beaa9ab-b57c-436c-a182-9d191ba64259,2022-05-11,1,1
988f14c1-8715-4ed6-830a-08d3bdd56808,2022-02-07,90,90
184d873c-3c43-44d9-a2a0-8055b6ee6332,2022-07-20,1,7
33387103-2a1b-4175-a13b-0ff9fe0683dd,2023-01-29,90,90
5104b35a-aba5-4ee1-a17d-705703687930,2022-06-04,1,10
1d9eca2a-aa59-43d3-9eaa-bde61eb46e75,2022-08-03,1,1
d1d3610f-3a43-4d1e-966f-4dc2ce0db20d,2022-03-02,1,10
860facac-0514-4c53-b6cc-6e354110b312,2022-09-30,1,1
fb23122d-3f22-4663-9946-a98d2c1e1eb2,2023-02-09,1,1
594924bc-cebb-4af8-b67f-5120b280fd42,2023-03-08,1,1
86e55194-32bc-4158-aed6-40f22f7b7b44,2022-08-20,7,10
4cfa76e4-97be-4664-a824-5dbf2439284c,2022-11-07,1,7
2ddc0f5c-a21e-4d54-ad22-63dfcba1bf15,2022-02-12,1,1
34ccf86b-3b1c-4833-9ec6-94da56ebb605,2022-12-29,1,10
517345a4-9242-4d11-b0ee-6c3c17d4487c,2022-10-15,1,10
467a5c49-2ef3-4b99-a221-2c306a13a17c,2022-08-01,1,10
39ce619e-7824-47ba-beed-77743c091d1e,2024-03-30,1,10
ec935679-a9c1-49b5-8303-18686dc97988,2024-04-14,10,14
8c7b73fd-7366-4cb5-8d6b-622d3933dbde,2023-09-18,1,10
305194dd-5a81-4ab0-a985-9280449e3107,2024-02-22,10,30
a8e3b965-e45f-4c66-87b1-d0b65b0341c4,2024-05-23,10,10
9e1bf794-c828-4f9a-b819-b234a8d2a636,2023-12-04,7,10
456e80a5-8a5a-4530-b7f4-06fcbbdd4a31,2023-09-28,1,90
d083cf85-6b0b-4beb-a34a-916db908751d,2023-10-05,1,90
51278131-33e5-45c0-8509-2313843d319c,2024-03-17,1,1
3878d1b8-7ab1-4a86-89ea-fd73707a35d9,2023-03-26,1,10
afd46dd6-9f04-4350-828b-ba45d9ce81c2,2023-05-29,1,10
f51173c2-54af-4500-bd46-ebbf3f112465,2023-03-07,1,10
3787dfd0-c756-4147-a7ed-30afd90fef01,2024-01-19,14,14
21685695-2a01-41c3-aeb4-3a25731d26b6,2024-01-08,1,7
6ace1344-125a-4cca-aec4-10dfbe93e307,2025-06-26,1,1
d64e6756-4370-4f68-bd62-b12b5e3b0585,2025-04-12,1,1
a25694a8-e786-4ac4-9911-e4941dc7e542,2024-01-26,1,10
9ca67837-25ad-45d9-b319-ae418a432c9f,2023-10-17,1,10
c6500329-2a4f-4902-a4e4-6e7974c8de43,2023-12-29,1,1
c5b19a9e-0a28-4891-9187-b17ccd875ee7,2024-05-17,1,1
633a9644-d605-444e-ab17-965011d1a7e2,2024-04-16,10,10
1687ed01-5c6a-468a-b150-21cdddf832f3,2024-05-27,1,14
ea3b560d-6bee-44e1-aa48-04297a2a3e4a,2023-06-22,10,10
262c517d-3e5d-4712-abef-eb9fd5a29da8,2023-01-29,10,10
6b72631f-5875-4505-ab2b-1bc32d3d44c8,2021-06-06,1,1
1d177c9e-6f5e-47b8-a7b5-fe8d573662c0,2024-03-24,14,14
2c4437aa-1f40-490e-be64-fa7a198999d0,2023-03-15,1,1
d4dc5f0d-dc63-48df-aeb0-a52ecfcd3045,2022-10-27,1,1
7e34be99-27e3-45d9-9db3-b1a166625507,2022-12-17,1,1
7d07b428-e489-4631-8ec1-b6ec7836a48e,2023-02-01,1,1
6b286bda-130b-429e-903b-b780dbfe3861,2020-08-06,7,10
2028d835-221b-4322-83ba-7802c19309e7,2019-08-29,1,1
152de2a8-0fbf-4fc4-ae23-4a49601c85bc,2022-02-16,1,1
fd060afe-6430-426b-95c8-68e24e95a77c,2021-09-27,1,10
c7f293f4-cff4-49a3-b65e-79828a1843b6,2022-04-29,1,1
ef2859f3-29c0-4806-bc30-087a1c2eecf6,2022-05-13,10,90
afa38892-7f95-43c0-9620-ff20fb63133e,2022-05-23,1,90
d861d037-d039-463c-b39d-14fcc6830598,2022-05-14,1,7
b78604b7-61c7-419d-8335-afd9b1ad88a2,2022-05-05,1,1
cf97391f-c534-40a1-b9c7-de04c4d295f6,2022-12-28,1,10
f0e73d1e-09b8-43f3-80db-4325f0d5cf35,2022-11-07,1,1
5ad7e737-5d5f-4295-a5c4-a8ae85fb9c56,2023-03-28,1,10
d5100be6-5d08-46a8-8df2-8a6da98596b2,2023-02-09,1,7
7535f85b-1d0b-440b-b9c1-db46237f2022,2022-02-24,1,10
87127588-5ebe-4032-9ca3-8c1285c4d642,2022-09-19,1,1
6b65e5f6-2f85-4e04-984d-4cac7a59613d,2022-06-06,1,1
9cf07e3e-b4e8-4656-a606-771a6c971ee5,2022-11-02,1,90
4f436d9d-5eeb-4213-b277-071ab3f3c62c,2023-03-01,1,1
e050bcc0-c418-45e2-a159-3aad5307125d,2024-01-14,10,45
d13442cf-6403-4ae7-ab8e-79857999dd80,2023-10-26,10,90
1ba4e217-f4cf-42ba-b5d8-018af65a6ed8,2023-08-02,14,14
2ffe504b-78a6-462d-b785-d73328618fbe,2023-04-15,10,10
a7a2d31a-f1e2-4699-b065-d1029c86794b,2024-02-01,1,30
453b5ab3-5fe6-4057-8ad4-082dac69562f,2024-01-11,1,14
