user_id,reference_date,od__history_length_days,od__is_history,ob__avg_util_3m,ob__avg_util_change_3m,ob__max_util_3m,ob__max_util_change_3m,ob__std_util_3m,ob__std_util_change_3m,ob__util_slope_3m,ob__util_range_3m,ob__num_od_entries_6m,ob__num_od_exits_6m,ob__overlimit_days_6m,ob__full_repayment_events_6m,ob__max_consecutive_od_days_since_creation_ratio,ob__od_draw_days_6m,ob__od_enabled_zero_util_days_6m,ob__technical_od_days_6m,ob__technical_od_deep_days_6m,ob__avg_util_first_2m_since_creation,ob__avg_util_change_last2m_to_first2m,ob__avg_util_first2m_1y,ob__avg_util_change_last2m_to_first2m_1y,ob__max_consecutive_overlimit_days_since_creation_ratio,ob__partial_repayment_events_6m,ob__full_repayment_change_3m_vs_prev_3m,ob__util_last2m_to_first2m_ratio,ob__util_last2m_to_first2m_1y_ratio,ob__max_to_avg_util_3m_ratio
43c7bcc4-78fa-4cdf-a291-304b12f3a150,2023-06-16,376,1,0.14612,0.298308,0.371127,0.371127,0.141143611937586,0.0378742973125064,5.55983383729085e-08,0.371127,3,2,0,2,0.0,54,127,0,0,0.0,0.217982,0.0,0.217982,,7,0,,,2.5398
46d11434-b807-4220-96a0-124e6d92b49c,2022-05-14,39,1,0.059644,,0.12445,,0.0501842964453682,,3.18372859996926e-08,0.12445,2,2,0,2,0.0,29,10,0,0,0.059644,0.0,,,,0,2,1.0,,2.0865
47f41931-a407-4ccc-b01e-0191efa382d3,2024-05-24,1121,1,0.963764,0.032594,1.030611,-0.001545,0.0498631992042214,-0.0321223312055968,6.20165322158003e-09,0.408443,0,0,4,0,0.0,181,0,0,0,0.902005,0.0678,0.969753,5.2e-05,0.0,54,0,1.0751,1.0,1.0693
49d6c423-0063-41f1-8606-81df54575f2c,2024-10-08,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
4c340720-f455-468c-9206-1970188ab6d2,2023-09-05,1798,1,0.920045,0.064165,0.999732,-0.004442,0.101182417370396,-0.0770938781790137,4.73378818881392e-09,0.38031,0,0,1,0,0.0,181,0,0,0,0.525285,0.411364,0.947209,-0.01056,0.0,27,0,1.7831,0.9888,1.0866
4de037a8-95e6-4a0d-8aa4-699f6268230f,2022-11-02,1147,1,0.962047,-0.018487,0.99266,0.00066,0.0257869918366869,0.0103387096209561,-3.15951780216786e-09,0.08808,0,0,3,0,0.0,181,0,0,0,0.0,0.952239,0.948543,0.003696,0.0,23,0,,1.0038,1.0318
50fa7707-5f49-4f1d-9679-1986b557a5c3,2022-05-04,1667,1,0.375887,0.03398,0.65475,0.025589,0.0963629238041973,-0.00516422369921869,4.50365821369225e-09,0.5625,0,0,0,0,0.0,181,0,0,0,0.191652,0.199222,0.095003,0.295871,0.0,3,0,2.0394,4.1143,1.7418
537b2776-0508-4991-9fe6-7326d9a5a707,2022-07-22,1,1,0.99996,,0.99996,,,,7.54800725087855e-07,0.0,0,0,0,0,1.0,1,0,0,0,0.99996,0.0,,,,0,0,1.0,,1.0
55afd467-0e34-4300-92e7-056f1a4f5a95,2023-10-20,518,1,0.759649,0.055548,0.81368,0.06352,0.0258051110023992,0.00805792194500357,1.0773585569375e-08,0.08312,0,0,0,0,0.0,181,0,0,0,0.210063,0.561964,0.505801,0.266226,,0,0,3.6752,1.5263,1.0711
59386d12-6778-42e5-90b1-99c8520a4f82,2024-08-20,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
5c488751-165c-4122-8355-144cac81d4ef,2022-12-28,556,1,0.981908,-0.012451,1.021696,-0.027739,0.015640308617489,-0.00563434040657374,-2.25369157616191e-09,0.099211,0,0,7,0,0.0,181,0,0,0,0.221265,0.757536,0.927021,0.05178,0.0,32,0,4.4236,1.0558,1.0405
5c5ccc93-2241-490a-a23c-3625a835c219,2023-12-23,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
5c8bed80-099e-436f-b04a-f3c5a78d3e8b,2023-10-31,2525,1,0.914088,-0.130321,1.029611,0.029826,0.109464256486824,0.00458838759215223,-2.3128288274736e-08,0.448703,0,0,44,0,0.0,181,0,0,0,0.360081,0.538799,0.179566,0.719314,0.0,21,0,2.4963,5.0058,1.1263
5fea89f5-66e4-40ae-a9ee-c3b17c70caf6,2019-07-08,40,1,0.0,,0.0,,0.0,,0.0,0.0,0,0,0,0,,0,40,0,0,0.0,0.0,,,,0,0,,,
612c2a19-cfcf-40b6-b50a-24fafc254ad8,2024-07-30,2341,1,0.093609,0.014528,0.10207,0.0147,0.00633408555394062,0.00021032629112136,2.82113935979532e-09,0.0206,0,0,0,0,0.0,181,0,0,0,0.109898,-0.01293,0.028748,0.06822,,0,0,0.8823,3.373,1.0903
639474c9-5a11-431b-9660-fa8fc67e8e2c,2022-10-29,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
6436f252-5a8a-4a05-b86d-ea82f55f2a6d,2020-05-17,752,1,0.143622,-0.110768,0.74686,-0.52444,0.19690493113195,-0.150098409783956,-2.63816609581888e-08,0.74686,12,13,0,13,0.0,115,66,0,0,0.131365,-0.006499,0.204314,-0.079448,,19,-1,0.9505,0.6111,5.2001
681026ae-ae2b-43da-a907-f5de4c99bac8,2022-03-05,510,1,0.974987,0.060575,0.996354,0.011406,0.0325742848199522,-0.0290555310009649,1.19672687322178e-08,0.090352,0,0,2,0,0.0,181,0,0,0,0.102917,0.891475,0.079335,0.915057,0.0,5,0,9.662,12.534,1.0219
6c55a840-3d99-4665-a57c-2d027bb73e15,2023-12-29,259,1,0.958042,0.007243,0.989654,0.000324,0.0258456682912958,0.00292216870313278,3.32814500184315e-09,0.102985,0,0,0,0,0.0,181,0,0,0,0.397954,0.562228,,,,26,0,2.4127,,1.0329
6cbf1597-0090-455a-89cc-5b5bdfd14ebc,2024-07-18,2494,1,0.988596,0.067514,1.030196,0.043703,0.0424926655501024,-0.0376008444602386,1.44205591711619e-08,0.191366,1,1,19,1,0.0,156,25,0,0,0.96684,0.040407,0.688083,0.319164,0.0,7,-1,1.0417,1.4638,1.042
706048fd-a285-464a-867b-0357ca07c040,2023-03-06,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,24,24,0.0,0.0,,,,0,0,,,
70b8cd45-b0eb-4b09-906b-5643bf8f5f4d,2019-07-08,13,1,0.0,,0.0,,0.0,,0.0,0.0,0,0,0,0,,0,13,0,0,0.0,0.0,,,,0,0,,,
71690808-ca00-4c62-a51e-b384ffcaca41,2024-05-23,459,1,0.810267,0.191547,1.015236,0.063053,0.192515386745134,0.0134905673095604,4.31231889887909e-08,0.605386,2,2,2,2,0.0,160,21,0,0,0.087986,0.777576,0.972824,-0.107262,0.0,13,-2,9.8374,0.8897,1.2529
74ff2c02-fe4f-4b2c-9a01-1e6ea7cc6680,2021-05-15,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
782ea164-5743-4e36-9258-c1c747f9baec,2023-11-19,2555,1,0.960187,0.023559,0.97632,0.02348,0.0126267447653768,1.93198018024301e-05,4.63462958075647e-09,0.0312,0,0,0,0,0.0,181,0,0,0,0.247819,0.719083,0.967036,-0.000134,,6,0,3.9016,0.9998,1.0168
7cd95cd3-cdaf-46e6-99df-60bb85a35c0d,2024-09-27,2084,1,0.914825,-0.066413,1.005431,-0.1125,0.0444620696601217,-0.0554662384098047,-1.31480416158962e-08,0.1125,0,0,17,0,0.0,181,0,0,0,0.804706,0.088225,0.90884,-0.015909,0.0,1,0,1.1096,0.9824,1.099
7dabde3e-a4e9-43bd-a081-f96da6004b59,2024-08-13,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
7dc0f45d-4333-4ed3-ae33-cf37f8e767d4,2025-02-25,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,2,2,0.0,0.0,,,,0,0,,,
800fc883-6e4f-40a4-ba5f-d9a7897bd7f6,2024-07-09,979,1,0.619975,0.477476,0.98266,0.2159,0.288165005532386,-0.0928065271448307,8.71051580447645e-08,0.98266,8,7,0,7,0.0,113,68,0,0,0.915587,-0.184386,0.507141,0.22406,0.0,15,-1,0.7986,1.4418,1.5849
818cf805-a2af-433a-bbca-9e8cf22f6d36,2023-05-10,697,1,0.981493,-0.032801,1.024237,0.026592,0.0649265872709743,0.0589704695741762,-5.33395176336293e-09,0.495242,0,0,27,0,0.0,181,0,0,0,0.074209,0.899739,0.850356,0.123592,0.0,14,0,13.1243,1.1453,1.0435
839438e9-f4be-4928-8632-3f29e0264840,2023-08-30,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
848d239e-7533-4d12-bccf-510131a9fdc7,2020-04-01,395,1,0.362283,0.404206,1.05812,0.0622,0.396144122310088,0.0377868143408862,1.00044467056089e-07,1.05812,6,7,11,7,0.0,94,87,0,0,0.167729,0.273244,0.615289,-0.174316,0.0,5,-1,2.629,0.7166,2.9207
86bd21e5-27f7-4127-afdb-f28833d9f239,2022-08-10,172,1,0.450248,0.767014,1.02136,0.61322,0.416136301356264,0.135602580778446,1.31101999393996e-07,1.02136,7,6,10,6,0.0,71,101,0,0,0.047966,0.594719,,,0.0,1,0,13.3987,,2.2684
88fc264f-9b28-455e-a438-ad9a141cc020,2021-12-31,245,1,0.893652,-0.165219,0.998111,-0.041651,0.104772268380243,0.0518054578478933,-2.42660144113843e-08,0.437894,0,0,0,0,0.0,181,0,0,0,0.043148,0.827919,,,,13,0,20.1878,,1.1168
8b78d07d-3d3d-4e86-ae62-99c1fa75cc21,2022-10-09,53,1,0.237546,,0.88188,,0.354032439273656,,3.56274870071501e-08,0.88188,2,2,0,2,0.0,20,33,0,0,0.237546,0.0,,,,0,2,1.0,,3.7124
8ebd3050-ed22-4e09-be12-da1dba3a9e07,2024-10-28,1923,1,1.001995,0.011269,1.029448,0.02866,0.0223256015770963,0.0324482172151668,2.83916756072371e-09,0.217893,0,0,71,0,0.0,181,0,0,0,0.710528,0.29341,0.982371,0.021567,0.0,25,0,1.4129,1.0219,1.0273
90be06ca-fd8e-4e33-9a63-3919d36b7a93,2019-10-28,287,1,0.704283,-0.039206,1.00748,0.00944,0.400704186669123,-0.00278567660344653,3.69146420280784e-11,1.00748,7,7,26,7,0.0,153,28,0,0,0.719253,-0.042437,,,0.0,7,1,0.9409,,1.4305
9a655335-ed92-492d-aa96-b5739d92af4a,2021-12-11,544,1,0.848539,0.005519,0.858885,0.003782,0.0196401104798275,0.0192933859543367,2.09597320404972e-09,0.102707,0,0,0,0,0.0,181,0,0,0,0.278754,0.573118,0.291537,0.560335,,6,0,3.0559,2.922,1.0121
9e91e844-60f5-4679-8221-7387d1882513,2021-06-09,73,1,0.461672,-0.058296,0.99416,-0.03104,0.425289046928607,-0.101845810353749,9.61542291325099e-08,0.99416,5,4,0,4,0.0,45,28,6,6,0.399771,0.038945,,,,2,4,1.0974,,2.1533
9f9c9a3b-5b0d-484e-be18-ea85a62b12db,2024-10-07,1900,1,0.793437,-0.065021,0.999109,-0.060753,0.275072302070706,0.00379299685815304,-3.12425706085119e-08,0.831986,0,0,0,0,0.0,181,0,0,0,0.540914,0.250155,0.826101,-0.035032,0.0,11,0,1.4624,0.9575,1.2592
a2751d11-7a86-4ad7-933e-6f99a90e2acf,2024-10-02,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
a37e4455-2cb5-4e0c-9e3e-feb3417d6556,2022-06-09,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
a44364f2-255b-4ae0-a49f-b15529462b59,2023-06-25,320,1,0.750555,0.067004,0.789951,0.045697,0.0333433538659362,-0.0177952608978169,1.34819430516318e-08,0.132027,0,0,0,0,0.0,181,0,0,0,0.180052,0.589983,,,,13,0,4.2767,,1.0524
a893ebf9-809e-44a4-afcb-ad39868372dc,2023-02-01,1525,1,0.803938,0.501458,1.03624,0.4386,0.241349258281774,-0.117788479864888,9.67529419627435e-08,0.7824,1,0,27,0,0.0,113,68,0,0,0.117043,0.825749,0.0,0.942792,0.0,4,0,8.055,,1.2889
abd39070-5ac2-4024-9f95-5f8ed1974b7a,2024-07-02,910,1,0.886629,-0.100089,0.982323,-0.053207,0.08875644837824,0.0890186456137781,-2.02409547617727e-08,0.448967,0,0,0,0,0.0,181,0,0,0,0.188039,0.67449,0.764127,0.098402,,11,0,4.5869,1.1287,1.1079
acc43783-0b2d-495a-902e-5ed702bf202c,2024-10-07,2,1,0.0,,0.0,,0.0,,0.0,0.0,0,0,0,0,,0,2,0,0,0.0,0.0,,,,0,0,,,
ae3aa2c6-4ac4-42e3-821b-36cba7e725bf,2021-12-30,305,1,0.928636,-0.057984,1.013075,-0.046409,0.0477511987489903,0.0267538773620055,-1.1061503334855e-08,0.201775,0,0,14,0,0.0,181,0,0,0,0.864255,0.051744,,,0.0,24,0,1.0598,,1.0909
b035c1dd-630f-41f5-8e1b-55a0f8fc8237,2021-03-31,278,1,1.131767,0.138628,1.23688,0.16036,0.0632719857882788,-0.00147357574330494,2.66493794875363e-08,0.22796,0,0,91,0,0.0,181,0,0,0,0.616001,0.549587,,,0.0,0,0,1.8921,,1.0928
b65b3d99-c86b-4d83-bca1-68505d9d4721,2021-11-17,140,1,0.045726,0.13423,0.294462,0.294462,0.0997172632264256,0.132494242840419,2.91396103734761e-08,0.294462,1,0,0,0,0.0,16,124,0,0,0.0,0.068215,,,,4,0,,,6.4397
056c6375-5b79-4f68-aeb3-9aefccf5526a,2022-04-09,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
08a7e6a8-799e-43b7-82f1-3f3493377460,2020-01-07,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
0c6f8d9e-0391-4751-a078-b68ca0c488f3,2024-07-29,1245,1,0.997165,0.003626,1.033213,0.033307,0.017962612580611,0.0153976597281517,-5.34858996503206e-11,0.124953,0,0,19,0,0.0,181,0,0,0,0.886968,0.110388,0.990289,0.007067,0.0,30,0,1.1244,1.0071,1.0361
0f95f46d-62e3-4d0a-bdb7-8fe675d27249,2023-04-09,1412,1,0.471701,-0.532132,1.01412,-0.28484,0.409757854533137,-0.0969464214253996,-1.18741886053227e-07,1.01412,2,3,9,3,0.0,148,33,0,0,0.900579,-0.528448,0.854734,-0.482603,0.0,34,3,0.4132,0.4353,2.1499
119c9304-739c-4ece-be48-2731aff038da,2022-12-19,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
15402150-1097-4d7a-820d-86fb21300637,2022-04-16,347,1,0.956626,-0.001674,1.01779,0.024002,0.0615715163031781,0.0332494171044571,3.31998139934701e-09,0.220944,0,0,12,0,0.0,181,0,0,0,0.180474,0.781596,0.034993,0.927077,0.0,19,0,5.3307,27.4932,1.0639
155c0cb1-34e5-4036-be27-c5aa7c48a0cc,2023-09-28,943,1,0.999784,-0.002108,1.031556,-0.028801,0.0092367516941213,-0.0071148102921446,-2.9946419014032e-10,0.066268,0,0,43,0,0.0,181,0,0,0,0.087548,0.911295,1.015006,-0.016163,0.0,11,0,11.409,0.984,1.0317
16ce3d43-5531-4211-884d-120222e5b9c8,2023-10-31,2172,1,0.940971,-0.093408,0.99992,-0.0006,0.121448509786114,0.0689991655405915,-1.14663155618772e-08,0.40224,0,0,0,0,0.0,181,0,0,0,0.297146,0.628171,0.997066,-0.071749,0.0,10,0,3.114,0.928,1.0626
1d98dde8-451e-4346-bce5-e6d9dc080fd0,2021-03-06,84,1,0.243633,0.030857,0.580541,-0.063129,0.164708390763026,-0.0865129831931724,2.52100890291855e-08,0.580541,1,1,0,1,0.0,68,16,0,0,0.247639,0.011597,,,,3,1,1.0468,,2.3828
1db0d2ad-db88-4fca-9f06-7c3027f5fbfd,2023-05-29,247,1,0.818012,-0.11147,1.0184,-4e-05,0.361790399759237,0.0712988406974142,-1.93815090687039e-08,1.0184,4,5,42,5,0.0,150,31,0,0,0.992139,-0.17998,,,0.0,2,-1,0.8185,,1.2449
1dd3ec8b-3c24-4f6c-ba67-6bbd4b00de8c,2019-12-09,721,1,1.003219,-0.012269,1.021924,-0.021924,0.0157735840264444,0.00360946759741416,-2.40058904589777e-09,0.069924,0,0,52,0,0.0,181,0,0,0,1.002184,-0.000863,1.006503,-0.005182,0.0,10,0,0.9991,0.9948,1.0186
1e07b2e3-79f8-4ab2-a9f1-427b171a08a2,2023-04-04,362,1,0.953827,0.011914,1.02863,0.027244,0.0829969291921587,-0.0129772535443081,6.29979119435491e-10,0.41768,3,3,18,3,0.0,164,17,0,0,0.769117,0.187012,0.671388,0.284741,0.0,49,-3,1.2431,1.4241,1.0784
1e2b589b-5389-4afc-bbff-93cd3fef31f4,2022-01-08,1586,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.0,47,134,0,0,0.0,0.0,0.0,0.0,,0,-1,,,
1e871663-26dc-4be7-8ccf-eab397f22e7e,2021-12-02,948,1,0.661874,0.894702,0.98482,0.088347,0.433818154068175,-0.273382950619673,1.58349740631706e-07,0.98482,1,0,0,0,0.0,64,117,0,0,0.297315,0.645983,0.066219,0.877079,,0,0,3.1727,14.2451,1.4879
1f9c24bd-8d03-4456-8014-7325b1008e6f,2022-10-20,2,1,0.0,,0.0,,0.0,,0.0,0.0,0,0,0,0,,0,2,20,20,0.0,0.0,,,,0,0,,,
200be733-aa3e-4edb-b66a-4ef91502af8e,2022-10-30,484,1,0.995514,-0.001678,0.999276,-0.000681,0.00889771033127039,0.00141323011896852,-5.59105749652727e-10,0.0513,0,0,0,0,0.0,181,0,0,0,0.432644,0.561041,0.844251,0.149434,0.0,7,0,2.2967,1.177,1.0037
2125560f-c9c0-4cf8-aa18-63c39e871855,2022-09-19,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,
2dca5b51-55ea-4787-b623-0e53d754ecdb,2024-03-22,1747,1,0.568041,-0.003905,0.866983,0.040478,0.196575246760656,0.023661613980496,-5.6075279261573e-09,0.821902,0,0,0,0,0.0,181,0,0,0,0.40455,0.185697,0.837198,-0.246951,0.0,13,0,1.459,0.705,1.5262
30b8dc82-71b2-4fd1-8b93-d8c0e03525e4,2021-12-02,503,1,1.004424,-0.002111,1.02198,-0.022194,0.00784597748916228,-0.00680863905890742,-3.25639034999837e-10,0.022314,0,0,38,0,0.0,181,0,0,0,0.566179,0.439488,0.70177,0.303897,0.0,3,0,1.7762,1.433,1.0174
32570a84-bbb2-4875-9f3c-fb1b28ea0a5e,2024-03-02,1000,1,0.866499,0.265447,1.00236,0.025272,0.173358175072273,-0.121249621171715,5.19311633273868e-08,0.614399,1,1,11,1,0.0,176,5,0,0,0.466849,0.487355,0.977122,-0.022918,0.0,32,-1,2.0439,0.9765,1.1567
35d925ac-1623-4542-a44b-1623b67008e5,2022-06-04,321,1,0.787876,0.044905,0.91284,0.069239,0.0677143918957645,-0.00154481684388773,1.35611785470163e-08,0.266739,1,0,0,0,0.0,180,1,0,0,0.129197,0.666819,,,,11,0,6.1612,,1.1586
3677590a-1638-4d4b-a061-18e9cd61713d,2023-12-08,500,1,0.101567,0.054707,0.259407,0.115729,0.0564564057235123,0.0261562838004306,1.03982580149607e-08,0.259407,5,4,0,4,0.0,163,18,0,0,0.011551,0.102203,0.017558,0.096196,,16,0,9.8479,6.4787,2.554
398733d4-ae18-4c46-82cb-e4fa0b85eaca,2019-10-14,432,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,181,0,0,0.0,0.0,0.0,0.0,,0,0,,,
3e4969cb-1073-4f11-ab6d-32f4c755de19,2022-10-10,1961,1,0.984653,-0.003768,1.017893,-0.0168,0.0134005047924896,-0.00735979978293332,-6.97283125091946e-10,0.04,0,0,32,0,0.0,181,0,0,0,0.660389,0.321687,0.952866,0.02921,0.0,1,0,1.4871,1.0306,1.0337
4a48599a-f185-4f37-b3d5-09256234e0b7,2024-09-30,1168,1,0.694446,0.035677,0.999433,0.005808,0.197077890915383,-0.0417392938235314,2.4639273786432e-09,0.770751,2,2,0,2,0.0,177,4,0,0,0.014462,0.699456,0.75264,-0.038722,,11,-2,49.365,0.9485,1.4391
4bc7c55e-8368-42c9-98e2-7ff5bdf8793d,2022-10-08,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,35,35,0.0,0.0,,,,0,0,,,
4cc4a04a-5ac1-467c-8113-83cd6da2e0aa,2021-09-01,87,1,0.10674,0.124865,0.1488,0.07252,0.0604540275418476,-0.0355381411649735,2.49760613669361e-08,0.1488,1,0,0,0,0.0,69,18,0,0,0.091533,0.05079,,,,2,0,1.5548,,1.394
4f878d9e-9b22-46a0-bbd0-846657e8502f,2022-11-24,114,1,0.917909,-0.007726,1.03896,-0.01076,0.217139469963589,0.0879045817066516,-9.13885958600371e-09,1.03896,3,2,42,2,0.0,110,4,18,18,0.878788,0.03366,,,0.0,13,2,1.0383,,1.1318
522bc1a7-f047-4297-b480-bcfb8c54d43d,2021-04-12,91,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,91,0,0,0.0,0.0,,,,0,0,,,
526e5623-7bbb-4e7b-947d-391b49edd7f6,2022-05-04,1,1,0.2015,,0.2015,,,,1.52098430042404e-07,0.0,0,0,0,0,1.0,1,0,0,0,0.2015,0.0,,,,0,0,1.0,,1.0
596a199b-c66c-423e-9a8c-550d652a9582,2022-10-17,51,1,0.681175,,0.9952,,0.301743284380978,,2.35182532727902e-07,0.9952,2,0,0,0,0.0,48,3,0,0,0.644672,0.036503,,,,5,0,1.0566,,1.461
5bf1ccad-83a2-40c5-ba25-02ffe565225c,2024-10-07,1519,1,0.152878,0.173471,0.639013,0.206403,0.170599936155827,0.102738321212539,2.82128788916572e-08,0.639013,3,1,0,1,0.0,43,122,0,0,0.639013,-0.398983,0.0,0.24003,,9,1,0.3756,,4.1798
