user_id,reference_date,od__history_length_days,ob__avg_util_0_1m,ob__avg_util_1_2m,ob__avg_util_2_6m,ob__active_days_0_1m,ob__active_days_0_3m,ob__max_util_0_1m,ob__max_util_1_2m,ob__max_util_2_6m,ob__pct_days_util_gt_80_1m,ob__pct_days_util_gt_80_3m,ob__std_util_0_1m,ob__std_util_1_2m,ob__std_util_2_6m,ob__overlimit_days_6m,ob__full_repay_6m
3eefe7ae-9d97-4db3-8cb9-9e3488f388b5,2019-08-26,366,0.385841,0.239326,0.221489,26,41,0.7049,0.47926,0.78418,0.0,0.0,0.227123476864008,0.243417682759491,0.30688095057876,0,1
4a070ce7-6207-42db-94c2-4f713898bede,2023-03-20,366,0.629168,0.725442,0.810489,28,85,0.99348,0.99194,1.00204,0.3333,0.6,0.316870641104503,0.320854637420877,0.258324699020666,2,1
47e1b6eb-f7e3-43c6-b1a2-d52e94185d2d,2018-11-06,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
1127680d-29fb-48b9-8334-f9b6a4916598,2019-04-29,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
899c523d-1ad2-415b-bfd2-69b1a63f9aad,2022-01-31,366,0.880187,0.841545,0.918982,31,91,1.304585,1.000348,1.025036,0.8666,0.8111,0.220083094158752,0.232954725579662,0.18076657860307,48,0
61d6460d-4b54-4b9d-939c-f4891fefc765,2022-12-28,366,0.960436,0.986739,0.983549,31,91,0.999978,0.999961,1.018315,0.9666,0.9777,0.0823877574719574,0.02180977569198,0.0432481997472481,20,0
a081c381-7705-4fae-b239-eab9a4a3a7ae,2024-05-24,366,0.90388,0.301976,0.598573,31,71,0.90388,0.93236,0.9982,1.0333,0.7888,4.39438932910168e-16,0.434392545004932,0.413666610273043,0,1
bf04d2ad-4029-4530-8a5f-dc8731aa89e7,2018-11-15,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
2103d92b-3283-4736-bc57-09fe7af52cbd,2019-03-30,366,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
92f306cf-1ee9-4a9f-9313-e06a47b03b9b,2024-07-02,133,0.828999,0.82535,0.630441,30,83,1.01976,1.00502,1.00628,0.7666,0.7111,0.270001650537368,0.267361500013849,0.375529635997848,11,1
df1356a6-0207-41c2-be22-cbc9eab43535,2022-12-11,366,0.167133,0.456826,0.60561,25,78,0.794942,0.928546,1.010235,0.0,0.0777,0.212167135594833,0.261407093835148,0.35198749250234,2,1
aa6792b5-a1af-46a8-899b-1dbbc00e5e0b,2018-08-16,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
bda6a7a7-a552-4385-91f8-3fb965a507fb,2022-08-08,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
6b34205d-9a23-44bd-b9ed-c5c1ccd987fa,2023-02-20,366,0.10074,0.354086,0.755371,6,40,0.79996,0.93816,0.9518,0.0,0.0666,0.244240277076154,0.320932350905095,0.364152001957012,0,1
8a0cf647-b573-488d-a577-335dede540f7,2023-04-23,366,0.0,0.0,0.032216,0,0,0.0,0.0,0.167293,0.0,0.0,0.0,0.0,0.0660536432045059,0,1
4cb6b182-b83f-4b30-9b6d-26f8ac907f36,2019-01-17,47,0.085303,0.0,,4,4,0.9844,0.0,,0.0333,0.0111,0.24233127821761,0.0,,0,1
55ed09e8-d6b3-487c-81e6-a3cb0b203b91,2023-06-26,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
e000b6da-94e6-4861-888d-237d192517a8,2023-05-29,366,0.97362,0.979341,0.99498,31,91,0.97362,1.02362,0.99966,1.0333,1.0111,1.68373658217015e-16,0.0155211534705855,0.0115935189080913,3,0
fc21c7e6-da85-4dc4-bdc1-c3ae62f8af60,2023-12-15,40,0.79915,0.815542,,25,34,1.00198,0.99972,,0.8333,0.3333,0.398023582612512,0.218407977062296,,1,1
db60ec20-6b34-4b17-aa60-1b86c9ed784e,2022-07-30,37,0.193729,0.0,,14,14,0.85512,0.0,,0.0666,0.0222,0.291779439204283,0.0,,0,0
cce53e76-b2c9-4c78-9508-b270f8f29c6a,2022-02-05,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
dfa1fac9-024b-4959-a9a9-73740b7b236e,2018-01-04,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
0c5527a2-caf6-4836-9427-3a873d8d0d58,2022-06-10,1,0.0133,,,1,1,0.0133,,,0.0,0.0,,,,0,0
61072985-583e-4c05-b539-d62111b0d170,2022-11-28,139,0.498925,0.407617,0.152011,31,91,0.540256,0.493656,0.380624,0.0,0.0,0.0372050668455918,0.0586451572035568,0.122747563370901,0,1
4ead31ec-7a1e-4e30-8363-5aa3ae42155b,2022-08-19,366,0.98236,0.975146,0.975968,31,91,0.98236,0.98236,1.00072,1.0333,1.0111,4.53246651836839e-17,0.0103755858441436,0.0158291720021769,28,0
f3385664-2483-48da-8838-8d55f3391dfe,2021-04-19,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
486a89f8-4ce5-4f5a-bf6b-96f4cab2a03a,2023-01-22,366,0.913943,0.96543,0.954296,31,91,0.999498,1.000463,1.017723,0.7666,0.8444,0.0954783423844022,0.0670250787307927,0.0763534211875244,13,0
03074617-2cd3-4cfd-a5c3-f451f6e49fd1,2022-10-29,366,0.1879,0.254774,0.112457,31,78,0.351272,0.327296,0.463114,0.0,0.0,0.0392397875431042,0.0774210534442266,0.0858577024401504,0,1
9ee72155-1284-4019-982a-dbfd6b4267c9,2022-02-22,15,0.689176,,,12,12,0.97882,,,0.3333,0.1111,0.376881701424428,,,0,0
2fb7bdcb-ca5e-4815-8db0-6d24ea57e344,2021-05-01,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
afc0cd23-7bdd-4576-bad2-26073f11a649,2017-08-01,175,0.299212,0.373322,0.391968,17,64,0.76018,0.98976,0.92982,0.0,0.2888,0.319330373690462,0.399091004965206,0.339808389052469,0,1
0b9f577f-9e58-494c-994e-6f76603f2c42,2023-01-11,366,0.661159,0.740793,0.810116,31,91,0.77385,0.915225,0.96427,0.0,0.3111,0.112525958964669,0.155269243055229,0.101750848837907,0,0
e22a5901-b137-4a3d-8f4d-1426a4b6e806,2018-01-15,60,0.998039,0.61482,,31,52,1.00184,0.993986,,1.0333,0.5111,0.0039898359898378,0.434209979603136,,16,0
9a0cd35b-357b-4f6b-ae15-012b7cb764d7,2022-11-29,60,0.990219,0.530409,,31,58,1.00066,0.996253,,1.0333,0.3888,0.0195661313310109,0.262370347958162,,15,0
c5acfc7c-447f-4b39-95a3-15aee0ea0a87,2018-11-05,15,0.0,,,0,0,0.0,,,0.0,0.0,0.0,,,0,0
bc364219-c84f-43a5-852b-7f22efa0e250,2019-11-04,76,0.114194,0.110201,0.01424,15,33,0.77452,0.78746,0.1068,0.0,0.0,0.196036650668086,0.203811251486869,0.0375792647993164,0,1
afd09d06-6414-4fa2-8c54-ac07ff6735f2,2017-11-13,348,0.092592,0.002842,0.281964,11,26,0.4891,0.04464,0.97426,0.0,0.0666,0.154172276165543,0.0108308572378066,0.311063498768689,0,1
c666dc8a-c2ed-4b7f-83c7-09d0499dd83d,2022-06-04,366,0.980679,1.015623,0.99844,31,91,0.998985,1.023306,1.021656,1.0333,1.0111,0.0211987558257858,0.0102966091778833,0.00778811558491989,62,0
d177921a-5829-455c-b2cf-7af87bdff740,2023-01-26,366,0.961865,0.907213,0.830287,31,91,0.96604,0.90834,0.96602,1.0333,1.0111,0.0122512303529599,0.00617100748122486,0.0552903429003579,0,0
dec4a0d2-36a3-44df-bbe4-6d1973fe7c34,2022-08-28,366,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
71ef7a50-9aaa-4aab-8090-c24fc4d98443,2025-02-12,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
aa356cf8-3195-4128-8eee-74fb850dca73,2022-06-04,48,0.024694,0.234923,,26,37,0.046857,0.46972,,0.0,0.0,0.0139388274600588,0.230715508278929,,0,1
e199d0cf-9d89-41ea-bf30-726d57e67e0f,2024-08-11,366,0.026857,0.009117,0.444263,13,29,0.135003,0.038035,0.998883,0.0,0.0,0.0461213332693211,0.0144263133797199,0.386739799063884,0,1
6a7dd1ef-35d9-42d2-a05c-3ad5fe20eab8,2022-12-04,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
9851794c-5eb5-4664-a952-56f04dce9f53,2021-10-25,273,1.017558,0.987908,0.959513,31,91,1.022925,1.000018,1.020986,1.0333,0.9888,0.00890534210967335,0.0110728517103251,0.0550629579064482,34,0
0c7009e7-a10e-4e0f-82f7-5b5c97567767,2024-05-06,126,0.693198,0.700194,0.52702,26,75,1.0338,1.02036,1.01998,0.6,0.5666,0.385142913524681,0.368840891215499,0.445482484686116,20,1
4b9bda5b-d32a-4946-ba52-eb5b2897e6b1,2021-06-10,366,0.991715,0.856572,0.737154,31,91,0.999392,0.999596,1.01748,1.0333,0.5777,0.011879476653329,0.110913861921432,0.317924779499244,28,1
c31a89b0-73e8-4d00-a4fc-a4ff1d030f6d,2024-04-01,366,0.9561,0.951793,0.935158,31,91,1.01726,0.99048,1.01504,1.0,1.0,0.062540716227403,0.0296818850285922,0.0973334395249028,5,0
3657efc9-0da4-4266-9e67-7d7a06235d3a,2022-05-18,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
2b443b03-2e96-47d6-9058-654556f2f55d,2023-02-18,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
6099258c-7c39-4f0c-b0a3-1ff04ca00ad8,2025-02-02,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
179dda33-7b47-48f6-b584-2a5e27967a34,2023-08-01,366,0.956677,0.968469,0.993216,31,91,0.99562,0.999006,1.029668,1.0333,1.0,0.034727354239122,0.0370543631790298,0.0505662856645862,54,0
393aa4cc-5336-4115-91b6-20aee7d579b2,2022-06-04,366,0.994698,0.989527,0.997105,31,91,0.995858,0.990821,1.017901,1.0333,1.0111,0.00165829364301119,0.00164043785015757,0.00814654443048792,33,0
eea73879-d067-44ee-9473-98392003ae64,2021-07-12,366,0.849495,0.695148,0.642872,29,82,1.01828,0.97644,1.0212,0.8666,0.7111,0.317584065205196,0.353620330223796,0.419442868596111,30,1
e7cabf38-1847-44f1-b93f-932a4d9589d9,2021-11-29,366,0.418251,0.573293,0.777179,31,91,0.562147,0.740976,0.997635,0.0,0.3333,0.0628764067466136,0.0753046554583828,0.207856517883294,0,0
60358387-1356-42cf-b311-d31b993832c7,2022-07-28,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
ee515960-e56f-4f16-ad06-c41d6b27e338,2022-12-03,36,0.391268,0.0,,16,16,1.00932,0.0,,0.3333,0.1111,0.438464338976362,0.0,,2,1
ccf0ef3c-1849-4c86-aef2-a53766863f6b,2024-06-28,366,0.98226,1.005268,1.002677,31,91,0.999892,1.018876,1.031936,1.0333,1.0111,0.0133121775804462,0.0154753944586424,0.0168195384376942,68,0
668ba43c-7853-4867-b5cc-492412f74872,2025-02-18,1,0.90718,,,1,1,0.90718,,,0.0333,0.0111,,,,0,0
cc8a3b8a-2b6c-49ef-ae26-3f64ffff5380,2022-12-28,366,0.978773,0.945654,0.950873,31,91,0.999786,0.979977,0.997726,1.0333,1.0111,0.0164721598638626,0.0433281379533641,0.0473371196704991,0,0
e92643c4-1a16-4aa8-87c3-579326764d58,2022-02-27,210,0.579379,0.960885,0.714519,20,80,0.979555,0.979555,1.00654,0.6,0.5444,0.443563515637447,0.0156221644196322,0.317083762913647,13,1
6ec30293-7c89-46ed-9a20-d61a48bb1fe9,2023-11-21,366,0.751172,0.992404,0.97512,31,91,0.999975,1.025726,1.036748,0.4,0.8,0.170389564130156,0.0204305937132492,0.0544470761242651,50,0
dfaac5dd-6bca-4f20-9518-9827149f13de,2022-05-26,366,0.971517,0.887029,0.945776,31,91,0.999251,0.991405,1.000525,1.0,0.8555,0.045231288030462,0.102608020551845,0.0913628114637436,2,0
4953037b-2331-49c1-b6a4-0cd7332c4602,2023-06-11,366,0.754107,0.802537,0.52087,31,91,0.909995,0.915168,0.91711,0.4666,0.4222,0.121139095857533,0.102568510521096,0.251866354229894,0,1
5485409e-7d8f-4316-8c9a-c5cb74627a91,2024-12-23,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
cd63973c-82d2-4567-986a-e46a1fa153a4,2022-03-17,366,0.742989,0.921643,0.979246,31,91,0.969311,1.024596,1.120781,0.4666,0.7777,0.176513793645989,0.153529871907601,0.0542528126847565,24,0
353fc6e3-84cc-484a-b264-e76524fc7f6a,2022-11-24,129,0.923078,0.932046,0.827836,31,91,0.9963,1.02524,1.0094,0.9,0.8444,0.0782594158517834,0.0816048185105385,0.240006429605674,5,0
b34a9fc5-c2c4-4282-85e1-6ca9906b5052,2022-07-04,366,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
a7c55f0f-7a2b-43de-afdf-b0e3b5c24f13,2019-03-25,366,0.25599,0.001673,0.56211,31,50,0.45216,0.012553,0.913933,0.0,0.1666,0.163064053338986,0.00434014832841502,0.273403492439399,0,1
479963c2-d97d-42d7-ab0c-9b236e398d2d,2019-06-15,102,0.996051,1.036626,0.491789,31,83,1.06592,1.06592,0.99832,0.9,0.7777,0.133511653501277,0.0340708686703762,0.416830003432996,41,1
66d05a3b-7fae-452f-82c0-e6d7e380ca4b,2024-09-20,326,0.529763,0.752785,0.453389,23,72,0.978216,0.999729,0.994891,0.4333,0.3888,0.411380698615178,0.321272306851104,0.366741389352481,0,1
85c85e10-32aa-4ae8-8dd3-82a3bcb00ba0,2022-07-07,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
8fa27a27-694c-4cd1-896f-892b5c28eb99,2024-09-23,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
74bdd578-0da4-424f-a984-0cf58c11e3ed,2024-08-30,366,0.289783,0.520045,0.820071,30,90,0.560567,0.925668,0.98622,0.0,0.1888,0.201408240679819,0.155855906376135,0.108341891524789,0,1
43eca1d6-d63b-4142-a259-8b8197864079,2022-04-04,366,0.629456,0.671401,0.596618,26,78,0.99912,0.99912,1.00508,0.4,0.4222,0.324875508098996,0.412989320724693,0.371401880588618,1,1
274436ae-e671-49e1-abc3-443910ef5e27,2023-08-20,366,0.952547,0.933325,0.978617,31,91,0.999575,1.031308,1.026021,0.9,0.9333,0.0935760899630803,0.198960424543786,0.036675194631055,20,0
eca35766-5ef1-4553-9a49-7e1313c1918d,2024-03-13,366,0.891223,0.973505,0.89421,31,91,0.999397,0.999502,1.02868,0.9333,0.9777,0.0849085196710243,0.0177622358800523,0.0914629668403745,4,0
93a974b2-ae26-46de-8ade-c089b7232760,2018-09-06,1,0.06932,,,1,1,0.06932,,,0.0,0.0,,,,0,0
c207df77-392d-4602-8471-9f6b3d727ea0,2019-03-11,112,0.213766,0.032223,0.0,31,49,0.25018,0.05409,0.0,0.0,0.0,0.0609357854568833,0.0267624461731811,0.0,0,0
5cbdda99-a3b1-4861-9dac-96b76a8ea2a0,2022-03-05,366,0.994084,0.991433,0.989968,31,91,0.999958,1.019784,1.021129,1.0333,1.0111,0.0111640793401865,0.0162738582132457,0.0187637040865334,14,0
7c84d5c9-8a84-47bf-80d4-b371df93b13f,2024-05-23,366,0.817279,0.858931,0.887499,30,89,0.996965,1.022502,1.035411,0.7333,0.7777,0.281185828567917,0.240945851963455,0.26825780033316,40,1
58eb5bb8-4ad4-41cf-9a48-981eb1dfd60c,2024-02-13,366,0.934289,0.926104,0.90415,31,91,1.028813,1.028813,1.028923,0.9333,0.8888,0.100396348033986,0.139313091591153,0.132477578733236,23,0
520be8f7-cd10-4e62-a992-c965660326d8,2023-10-19,198,0.945091,0.984978,0.9051,30,88,1.05324,1.02908,1.06074,0.9666,0.9222,0.198587086909778,0.0315217238063551,0.23509330295052,74,1
f61e4680-cf8a-42d7-a04d-efa0788b57a2,2022-04-14,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
77da2f04-7a7b-4926-bc5f-a862d4217476,2025-03-24,1,0.39236,,,1,1,0.39236,,,0.0,0.0,,,,0,0
c09512b1-64e9-4586-8036-a6e53621bc1e,2022-05-02,2,0.020191,,,1,1,0.040383,,,0.0,0.0,0.0285550931446563,,,0,0
8c94bc57-8db8-419b-a1fc-0b22e3ec7ab9,2019-04-22,366,0.934212,0.895906,0.461769,31,91,0.975,0.975,0.9818,1.0333,0.9111,0.0574644063279493,0.101045977699241,0.362233769415804,0,0
87e741e6-d950-4af5-9976-30abf49f1a36,2022-12-28,366,0.93996,0.588027,0.885601,31,91,0.978193,0.799336,1.007053,0.9666,0.4333,0.0579039668712598,0.120232994504492,0.165891192433464,35,0
ba469965-ec34-4689-baea-1c6af82a72ce,2023-02-01,219,0.498249,0.931114,0.636563,31,91,0.94572,1.0198,1.0198,0.3333,0.7555,0.421386402401682,0.248608398500649,0.423942770018228,28,1
573a9208-8bd0-4e98-9712-a2cac1f25635,2022-07-24,44,0.962438,0.747213,,31,43,1.01086,1.01196,,1.0333,0.4333,0.0634999498907601,0.38741160827425,,3,1
1ae7e1c1-181b-44a8-967a-401c23a623da,2023-06-05,363,0.795235,0.859967,0.885427,29,88,1.0,1.03194,1.03194,0.7,0.7666,0.313997335602695,0.225525108900024,0.169971504718757,28,1
1e0516d4-995d-415c-963f-ed125e5a2e41,2018-03-05,366,0.0,0.0,0.130736,0,0,0.0,0.0,0.27796,0.0,0.0,0.0,0.0,0.138035935011843,0,1
4ce1b452-e55c-4afe-975a-9fbf3c224fbe,2023-02-16,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
a9ccbf0d-6606-4194-98ad-0a0132ad9f6f,2023-09-09,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
caf5db05-1599-4515-9f50-40232cc79d51,2022-11-17,366,0.96893,0.965356,0.86465,31,91,0.99919,0.996663,0.991186,1.0333,0.9444,0.0372800602428963,0.0365927325071554,0.102079752199011,0,0
90edc77e-f6ed-4825-8f64-4ababfc3b2c4,2023-09-10,366,0.989204,0.994224,0.998812,31,91,1.000286,1.033865,1.031752,1.0333,1.0,0.0274635911805673,0.0653108858838241,0.0349792323411506,95,0
77b31c03-193f-4820-bc2c-4e7974d2b801,2021-03-07,366,0.195251,0.01353,0.003947,24,38,0.654387,0.254582,0.085792,0.0,0.0,0.25801415296909,0.0469592393917749,0.0142880729875252,0,1
8eebc6fc-6009-4fff-b359-35e13e8a470c,2022-05-03,152,0.405469,0.51534,0.823925,16,76,0.97688,0.90292,0.99892,0.0666,0.3666,0.401376610109789,0.185172675946645,0.290886827520947,0,1
d234531c-33a8-4106-9efb-9b0d5b4ba3b5,2019-04-22,1,0.3476,,,1,1,0.3476,,,0.0,0.0,,,,0,0
2c928583-8fb0-45a4-8325-1a10caf52d3a,2022-01-03,310,0.191763,0.693346,0.712318,6,66,0.996286,0.988448,0.99086,0.2,0.2777,0.397908116633325,0.17852345186936,0.190386140680904,0,1
acb47f69-b6d2-475e-ad2a-d541cb826121,2024-09-26,366,9.1e-05,0.0,0.0,3,3,0.000944,0.0,0.0,0.0,0.0,0.000283707072921713,0.0,0.0,0,1
744bbd24-15b7-4626-b54b-1b5ff4adf249,2023-03-30,226,0.460095,0.075746,0.060021,31,78,0.749978,0.270741,0.352481,0.0,0.0,0.195949000427553,0.0718307142509306,0.0942368868432592,0,1
9a5d6ef5-3090-4db0-80b8-eaf1e9839624,2023-12-20,366,0.909028,0.86566,0.71473,31,91,0.949056,0.999808,0.954976,0.9333,0.7444,0.0565862249347833,0.0491572115000878,0.115436574696393,0,0
3303f1ef-0cec-41be-bcc1-f13335cca082,2025-07-18,1,0.002092,,,1,1,0.002092,,,0.0,0.0,,,,0,0
45f0aaaa-498d-4499-bc9b-24afe1c0a978,2022-08-18,366,0.962623,0.975569,0.986548,31,91,1.0026,1.007658,1.023428,1.0,1.0,0.0554268501674014,0.0393621093574495,0.0346167595369437,47,0
76d657ac-c1a3-4e5e-8491-6506782c8e63,2022-12-14,366,0.972659,0.972417,0.492644,31,86,0.995628,0.998872,0.996932,1.0,0.6555,0.0601083966885203,0.0593223879904709,0.285349807304731,0,1
f2b65461-1477-4301-bc5b-8a596c1c2aa0,2022-09-27,366,1.005794,1.001235,0.984588,31,91,1.008445,1.004628,1.00379,1.0333,1.0111,0.00143147817653385,0.00226305113538752,0.0292416115225701,73,0
0edb5263-0b4d-4586-a76a-4fdec7345347,2023-02-22,310,0.844819,0.863452,0.962893,31,91,0.845,0.884916,1.023423,1.0333,1.0111,0.000201845884997131,0.0155565255192487,0.0462802684632472,14,0
edd9926c-09f7-4aff-8a2b-0d3dc62c14c6,2024-01-04,366,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
93f0374e-9906-4448-9556-f1ec687d5eef,2022-05-16,161,0.596503,0.579934,0.514568,24,65,0.99232,1.00534,1.00454,0.6,0.3555,0.438566617945226,0.43066630820721,0.433527626627243,4,1
8822f508-f36b-48e2-9fe9-29b1218ce1a9,2023-08-31,366,0.106381,0.372445,0.469077,5,49,0.98932,0.72516,1.07384,0.0666,0.1555,0.270701723740594,0.285165056568676,0.456635698635395,11,1
7bfc4cd3-bec5-4c99-9734-e7e887884154,2021-10-07,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
f11d858a-7813-493d-aafa-03c8ef8b08c0,2023-05-14,351,0.331614,0.469029,0.685598,31,91,0.471639,0.586428,0.904698,0.0,0.0888,0.122834299925305,0.116031790667293,0.126086328583272,0,0
ef4324ce-6afa-49ca-b6e5-c1a14f828214,2017-07-21,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
cba6dc98-5e47-44fc-b48d-257fe24a839d,2021-02-08,366,0.931196,0.448671,0.887162,31,83,1.012173,1.0,1.01856,0.9333,0.7666,0.186190796399262,0.469412137112638,0.274806448505637,2,1
ffc59f40-2cb4-402e-85a3-4d23fea9e527,2024-08-10,366,0.489678,0.159533,0.735075,25,68,0.72056,0.420753,0.999546,0.0,0.2,0.255377101159009,0.178163441250478,0.253802286843317,0,1
5e27df7f-b203-4541-9da9-8a03f9f06357,2024-01-17,1,0.0,,,0,0,0.0,,,0.0,0.0,,,,0,0
aeab93c6-af8e-4969-a33a-5d38441bcd45,2022-12-28,89,0.138952,0.078911,0.000206,28,55,0.216997,0.133645,0.005778,0.0,0.0,0.0724617528335592,0.0422833303377008,0.00109193936252366,0,1
