user_id,reference_date,cb__most_recent_score,cb__worst_score
0cac4c0b-e91f-43aa-afb5-7527f440d098,2025-12-31,C,C
0cb6461e-db77-4920-82e8-eccf72ee35b7,2025-12-31,D,D
0cf29bc6-7b51-4fe6-8ad4-dc4d8b6bcd7c,2025-12-31,B,B
0d0db751-35ff-41c3-8058-e9f387b80b1a,2025-12-31,D,D
0d6c5567-d854-460d-a8a7-472017e53692,2025-12-31,F,M
0dab3e2a-30a8-4f3e-91f6-f8860e2bfa18,2025-12-31,B,B
0dcc68f4-4e58-4a67-917d-1b957bdd46ed,2025-12-31,M,M
0e57944e-0660-42a5-8fea-790766877084,2025-12-31,G,G
0e90998f-9855-4a7b-b23b-d004cf3960ce,2025-12-31,M,M
0f028d1a-b47b-432f-8080-50de75b378a2,2025-12-31,C,D
0f829760-f067-4178-9242-77db51c3ab62,2025-12-31,B,B
0ff76877-7a0d-4435-a7f4-285367df390c,2025-12-31,G,M
10071ed1-3284-471b-a07e-b43a744e8a34,2025-12-31,B,M
104e07bd-45d8-4d1b-8dd3-1bc2b816bda7,2025-12-31,M,M
10639849-4abf-43e3-92ff-22e5188f3054,2025-12-31,E,M
106f40c2-e0d6-4be8-970f-a2d12c4df498,2025-12-31,C,F
109bed19-4c4f-4bb5-96f1-04938d5b70c7,2025-12-31,A,B
10fa7087-7930-4e9b-b646-dd1473834d96,2025-12-31,D,M
10fac470-d435-4c76-98db-c9b952f0dba5,2025-12-31,M,M
110a7039-5424-4d5e-9fcb-86a30b8c9f8e,2025-12-31,D,M
1160ca14-e68e-40b3-bf4b-8251efe95285,2025-12-31,G,M
116549e0-14c2-4029-9fd3-824b5b4813a4,2025-12-31,F,M
117393a6-ef9d-42a6-bdd0-ea22033903f7,2025-12-31,D,D
120ed785-77ab-482a-8b68-96502487c738,2025-12-31,E,E
12243d08-b71e-414a-a3d8-2c56ce7e5f02,2025-12-31,N,N
12271d4b-0b5e-480a-ba07-176728f05e0a,2025-12-31,G,M
124e31f9-8934-4059-aecb-9011fc138e11,2025-12-31,F,O
128f5c79-aa3d-4021-b59a-9208a9c3500e,2025-12-31,C,C
1294f9a6-2ad2-4511-bde3-52f6fdb9edbd,2025-12-31,A,A
12b39334-e339-410d-b367-34ccbe10a1b1,2025-12-31,A,A
12cd2c05-a138-4133-a6e8-90ec547fa778,2025-12-31,P,P
132581f4-b80e-40ed-9cc0-e870a0e6b8f9,2025-12-31,B,M
1329410d-70fc-4d65-b4f5-56e779417ea5,2025-12-31,D,D
133d2be9-65e4-445f-b6df-7068e3281ca2,2025-12-31,M,M
136d3c0a-831d-4f5b-8fcc-d446f7003907,2025-12-31,F,M
13949546-f3cc-4d32-b28c-20e14e0ab355,2025-12-31,C,C
139ba7fb-2644-4a4d-90a5-f9eae738179c,2025-12-31,C,P
13b4d6a3-949b-490d-95fb-8208578badef,2025-12-31,M,O
13ba168f-502f-45f5-9372-8dcae0eb7c02,2025-12-31,E,F
13ec081d-2fc1-4969-9274-f5e9f9851691,2025-12-31,F,F
14559726-f8a1-4f60-a84f-0aecb61ac244,2025-12-31,F,F
147081b0-a1a7-4614-9c0b-72055da5bcd4,2025-12-31,A,A
14b446f7-b70d-49a2-9f03-39fdb695846d,2025-12-31,F,M
14c2b58a-3f97-4e1a-9fd6-e89888143827,2025-12-31,B,B
14d0e874-0d67-472d-9b8d-82e178fa8320,2025-12-31,G,M
15060843-77b4-40d7-a2e8-ed0ab7fde57f,2025-12-31,C,C
152a8cae-31a0-4399-aca8-d1d71c7430d9,2025-12-31,C,C
153e7933-f530-4bfd-a155-6ea22db6149f,2025-12-31,A,A
155dcb83-84ad-4196-abd3-d647de6a6654,2025-12-31,F,F
1598b9fc-660d-4a72-af79-84922b2ff671,2025-12-31,D,G
15cb7d10-567e-4066-a8d3-4b57d314a4b4,2025-12-31,F,F
1631ea20-6c40-4796-ab84-9e603c832418,2025-12-31,D,M
16322f6c-f25f-4435-951a-9af70699eea9,2025-12-31,B,B
164c6593-02e8-46ba-b5b8-af2f9c7ef3c2,2025-12-31,B,D
1674a1e9-a9d2-4a84-b652-867a5123bb62,2025-12-31,D,D
17294ce5-0457-4c29-ac34-18963358cff2,2025-12-31,C,C
17963dde-4a6e-46c4-a849-566a6728e363,2025-12-31,D,G
17c362cf-d352-4f9b-bcbc-ce80a24802f6,2025-12-31,G,G
166d226f-1294-430e-96dd-0b669fe14496,2025-12-31,A,A
16bb61f8-ccb9-4d73-8c49-e4e2e00470d1,2025-12-31,M,M
16c1c543-3d7a-4030-a7cc-bd7678c40fc1,2025-12-31,C,C
16cfeadc-852c-40b2-b1e2-dd7ac486b3a6,2025-12-31,B,M
16e74a20-b277-4842-b0c6-511b728d031f,2025-12-31,C,G
1771aca7-2c58-4e3e-bd46-4745814c0291,2025-12-31,F,F
178ef442-cea5-4805-9fb6-048faff56d40,2025-12-31,M,O
1790f0c1-2369-4d73-96ed-2edd631c68df,2025-12-31,O,O
17a5fb22-b8bd-4e9a-b825-81c115082bb2,2025-12-31,A,G
17bc268f-3c73-4ae7-bb26-2f63b169a3e3,2025-12-31,D,D
182cd130-87ac-4b4e-8748-631068fc4cbc,2025-12-31,A,E
18a8269c-6ea9-47d1-a878-beab033cdef3,2025-12-31,D,P
18ac1377-4597-46bc-9d4f-31cfe76cabd5,2025-12-31,F,F
18cdeca4-17cb-4632-87d6-67e53c686f8f,2025-12-31,M,M
18fa0bd3-4709-426f-9a63-eb216661c773,2025-12-31,B,M
190a0ff9-66cb-4109-b8d9-f7ffb18ae89b,2025-12-31,D,G
190be7a2-4dda-476d-a5fb-ffc5843d4bce,2025-12-31,E,E
193f01ac-5ac3-4978-bb72-d740f7422e2e,2025-12-31,M,M
1982071b-9f95-4c39-bb2f-b0edb85a8c61,2025-12-31,G,G
19fc70d8-3de8-41a7-bbdd-748c7cf28b71,2025-12-31,C,M
1a2063da-57bc-462d-84dc-b166aa2a3f42,2025-12-31,E,M
1a349a32-2bce-4400-82ef-e76b1975b1f3,2025-12-31,F,F
1a496463-e747-4d5d-9d90-9b37640c40cb,2025-12-31,B,E
1a5d2f11-2d07-4bae-ba9d-eb68b0f037a0,2025-12-31,M,M
1ac58505-c53f-43a5-9783-e270c31521ec,2025-12-31,F,F
1adee77e-0f98-4090-b513-132202dbc789,2025-12-31,E,E
1b5e4e0f-ec17-4a8f-9497-21c18cef4d84,2025-12-31,C,G
1bb0bb79-f8cc-4486-b304-bdfcc2adf716,2025-12-31,F,F
1bbd0847-7af9-493d-986b-6a7387aed770,2025-12-31,M,M
1c0cf277-0272-470e-a5c8-cce3f20702f9,2025-12-31,C,F
1c3eb899-c81d-467a-ab40-d70ee6f401b6,2025-12-31,E,E
1c4488a3-ca7c-4e16-ac91-466df70161af,2025-12-31,A,C
1c734478-c397-4384-9328-88f6588c9daf,2025-12-31,C,M
1c7715da-1a09-4283-b0ca-5bb9a45a70a1,2025-12-31,C,F
1cae038f-130c-4187-a169-cae68831165b,2025-12-31,B,B
1ceb9ba0-2b2b-411d-8db4-2675ed4779ab,2025-12-31,C,C
1d0367a3-f37e-462a-8a1e-e87aeaf63100,2025-12-31,D,D
1d3208fe-f8dd-4bc0-9142-01e5d3d7eadd,2025-12-31,F,M
1dfd798e-b780-443f-a3f5-f16f42f5d66a,2025-12-31,G,G
1e136960-ebf3-4be5-82e6-43b23f591b2c,2025-12-31,M,M
1e652151-bff1-421a-ac3a-df9d099a12a0,2025-12-31,A,A
1f0d88b3-ed78-4601-93f5-12f4ac469b9f,2025-12-31,A,A
1f1e41ab-e322-4192-addd-dc7136f17385,2025-12-31,A,D
1fe82e40-d06f-4161-8a4b-cd705de8d997,2025-12-31,D,M
20015094-6ce0-4f66-b5b8-06292f29a2b8,2025-12-31,M,M
2005f396-7131-4825-a6d6-168a8ef189b2,2025-12-31,B,D
2006c190-997c-4f3d-aa32-e75241f546a5,2025-12-31,C,M
2063f764-61d7-4b9f-8cfb-5c0c8fba74ce,2025-12-31,M,P
20765702-1b62-411b-b9c0-7baa4a6d8c0b,2025-12-31,B,E
20869392-ad27-4d81-96e6-8bdf352a50a5,2025-12-31,C,G
208e440a-02e9-47c6-bfcb-c2d586daa178,2025-12-31,B,B
2098fe01-d1a4-4b37-a1e8-faa6974c8928,2025-12-31,D,M
20e92f8a-c5a2-4219-92d6-bac95bcd7854,2025-12-31,B,B
20ed9df9-cf26-49c4-b24a-b3b36542375d,2025-12-31,A,A
21193211-a0cd-4d2e-9280-d658dc468ed5,2025-12-31,B,F
215b84bf-481f-466e-8acd-a2462c6d5bf3,2025-12-31,D,M
216941ec-554f-4427-8148-190b22b4a5a4,2025-12-31,B,M
2173ee08-8703-4bd9-9336-190983ce624f,2025-12-31,E,E
21e34121-e52d-42de-b044-46cca27b7bb6,2025-12-31,C,D
2217c931-b7cd-450c-b3ea-3945971ebdf2,2025-12-31,B,M
222bfe3b-51f2-4253-b720-bcadd818ea0b,2025-12-31,E,E
225ec8ab-eaa2-455a-a2e0-39a0b2003ea8,2025-12-31,C,C
22c6e66b-2647-4de8-9f79-4d3e5cc7e6d0,2025-12-31,F,F
22c7a539-5979-4859-a248-8678b5a88da0,2025-12-31,A,A
22eba6b7-51cf-4652-af41-35cd2e36d8d7,2025-12-31,B,B
2304dbe3-fa00-4daa-97c5-704d4730f29b,2025-12-31,M,M
236c1bdf-1f7a-407e-bcaa-bf894e26f3d7,2025-12-31,C,D
239aa301-f56a-4cf4-b46b-6e3e3367e147,2025-12-31,B,B
239df656-3fd3-441a-9a3d-b29771893202,2025-12-31,E,E
2415d6de-2bff-4370-b83b-4a385834ea0a,2025-12-31,B,F
242a6a46-60ee-4d14-8922-157e6f72fbcb,2025-12-31,B,C
2487c67f-796b-4587-9a69-05e7c3348b8a,2025-12-31,G,M
24b43e59-23af-4573-8372-68e13f30d83e,2025-12-31,G,G
25581d20-f9c6-46ff-8305-20734a8a9364,2025-12-31,A,A
257ad98b-fc7c-4518-82af-0c8fc3129a15,2025-12-31,A,F
258823e5-526f-458f-ad08-27e69d179819,2025-12-31,G,M
25a09c9d-2f53-434b-acfe-a7b6ae454fdd,2025-12-31,B,E
25f564d5-1c49-4ed4-b982-3cc2c43bb574,2025-12-31,B,M
261dc3e7-9b20-409c-9997-02730b494dac,2025-12-31,C,C
26829c04-e3d8-45ae-9d21-78df8adc905e,2025-12-31,D,M
26e620eb-6c25-4a7f-a377-ea0d523d4cd1,2025-12-31,A,O
270d86b5-f62d-42e9-bb04-cbceeb7c6320,2025-12-31,G,M
2732be48-15c7-48da-8dd7-0210c098606b,2025-12-31,B,B
273ba17a-aeef-4c04-8b83-21454f055f34,2025-12-31,F,F
275e9470-226c-422f-b79c-3c0a994e4785,2025-12-31,C,M
27a3829d-64c3-4b47-b66d-9da201c52051,2025-12-31,A,D
289fb0d0-711a-40bf-ba3b-45b5b656038d,2025-12-31,E,M
28b0ae8d-4e33-49e3-8254-1482cfa0413a,2025-12-31,C,C
28bf6365-3878-4390-9103-25e4a94f9e2c,2025-12-31,A,A
28cac46a-9d0d-44e6-a5b2-478135da6d60,2025-12-31,F,G
28e3e342-a7e4-4c5b-a5eb-a94f901d7f91,2025-12-31,C,M
28e6a5f7-ee5b-4e0d-ae79-7c91f5f4d825,2025-12-31,B,B
29069c4b-f670-4b2e-a0c6-bb22d9020e75,2025-12-31,E,M
29220659-eaf7-4ae6-b8af-499b51ee3db5,2025-12-31,B,B
29221b17-de5b-4e06-84d3-ce62d85f434c,2025-12-31,B,D
292fd396-dec8-4ba7-ad2b-d77856a0aead,2025-12-31,E,M
297cf222-0a53-4660-b709-8f4a0f958c7b,2025-12-31,B,B
2996e49e-1453-452b-9fb1-42f0b8e27478,2025-12-31,E,M
29c06bb9-0bc2-4141-9c85-cf8aa68dcf37,2025-12-31,E,E
29e992a0-f8df-483c-aacc-128f02f6aa86,2025-12-31,M,M
29f064ec-ec1d-4744-9061-a8e304cfda96,2025-12-31,G,M
29fa2440-ea0f-4bd2-b8fe-7c64d5eb77f2,2025-12-31,E,M
2a312bff-37a6-4ed8-a738-7be87dd2b0bb,2025-12-31,B,M
2a59f6f3-9b0a-4982-8570-c78e75dfc897,2025-12-31,F,F
2a9641d2-772b-43f8-b0e9-f1c372f8d4f8,2025-12-31,C,C
2a9a0515-d492-4aa7-b07f-efa1778d7482,2025-12-31,C,M
2abc67cc-87c3-49d7-b2f1-aceb59241802,2025-12-31,A,A
2b642a75-7c07-4d1a-b827-452a98b217ed,2025-12-31,M,M
2b82a88f-815e-477e-bcc0-3e6b5d15be10,2025-12-31,D,D
2c330fbf-8bdc-40e4-969b-9d6847a2db2d,2025-12-31,B,M
2c3e2f51-3a19-4135-a382-2fff577592a7,2025-12-31,E,G
2c662d12-bcbd-4aa6-bd09-3616d87a5018,2025-12-31,D,D
2cb6caa0-4f6c-4fdc-b881-87ed6f291ca4,2025-12-31,D,D
2cda79b9-a522-49d3-bf82-2bb2ac99d8b6,2025-12-31,F,M
2cdd1abf-6f1d-4152-9555-dfaa2d7f69d2,2025-12-31,E,E
2cf9a987-23fd-4f44-8a67-7e97988f1bcf,2025-12-31,M,M
2da7e55a-a101-42df-b3f6-2d5f9c9f2afc,2025-12-31,A,A
2deb758d-e665-4dd1-9072-66b39a3ce946,2025-12-31,C,M
2df5866b-a03d-4fa7-8836-206a4366103a,2025-12-31,D,D
2e0849a7-d317-4a2f-8712-771a26010088,2025-12-31,A,A
2e23b3fb-8a54-4c3d-802b-e3a034e0f9d5,2025-12-31,B,B
2e460aa5-09fd-427f-a41a-cb219d096073,2025-12-31,M,M
2e989628-ad2f-4a2e-8b57-4c674685e909,2025-12-31,E,M
